quando|cidade|pais|nascer_do_sol|por_do_sol|velocidade_vento|ang_vento|visibilidade|temperatura_min|temperatura_max|pressao|umidade|sensacao_termica|condicao_meteorologica|descricao|longitude|latitude
2021-09-21 19:05:37|Louveira|BR|2021-09-21 05:58:13|2021-09-21 18:03:28|9.44|133|10000|16.85|19.81|1014|76|19.81|Clouds|nublado|-46.9506|-23.0864
2021-09-21 19:05:41|Pedreira|BR|2021-09-21 05:58:01|2021-09-21 18:03:17|9.98|137|10000|20.37|20.37|1013|76|20.45|Clouds|nublado|-46.9014|-22.7419
2021-09-21 19:05:44|Santa Cruz do Rio Pardo|BR|2021-09-21 06:08:56|2021-09-21 18:14:13|0.92|206|10000|30.37|30.37|1008|24|28.71|Clouds|nublado|-49.6325|-22.8989
2021-09-21 19:05:48|Tremembé|BR|2021-09-21 05:52:37|2021-09-21 17:57:52|3.85|180|10000|19.55|26.82|1017|82|19.7|Clouds|nublado|-45.5494|-22.9583
2021-09-21 19:05:51|Mairinque|BR|2021-09-21 05:59:10|2021-09-21 18:04:24|7.76|138|10000|15.78|18.74|1016|88|16.33|Clouds|nublado|-47.1833|-23.5458
2021-09-21 19:05:55|Capão Bonito|BR|2021-09-21 06:03:50|2021-09-21 18:09:03|6.27|142|931|14.89|14.89|1016|92|14.84|Clouds|nublado|-48.349|-24.0049
2021-09-21 19:05:58|Dracena|BR|2021-09-21 06:16:31|2021-09-21 18:21:51|1.93|194|10000|34.11|34.11|1006|14|31.66|Clouds|nuvens dispersas|-51.535|-21.4843
2021-09-21 19:06:02|Pederneiras|BR|2021-09-21 06:05:30|2021-09-21 18:10:47|5.68|114|10000|29.53|29.53|1009|33|28.54|Clouds|nublado|-48.775|-22.3517
2021-09-21 19:06:05|Paraguaçu Paulista|BR|2021-09-21 06:12:42|2021-09-21 18:18:00|1.96|226|10000|31.68|31.68|1008|18|29.6|Clouds|nuvens dispersas|-50.5758|-22.4128
2021-09-21 19:06:09|Salto de Pirapora|BR|2021-09-21 06:00:43|2021-09-21 18:05:57|8.41|144|10000|17.02|17.02|1016|86|17.02|Clouds|nublado|-47.5733|-23.6489
2021-09-21 19:06:12|Serrana|BR|2021-09-21 06:00:46|2021-09-21 18:06:06|0.96|170|10000|34.97|34.97|1007|21|33.13|Clouds|nublado|-47.5956|-21.2114
2021-09-21 19:06:16|Garça|BR|2021-09-21 06:09:01|2021-09-21 18:14:19|2.67|207|10000|30.31|30.31|1008|19|28.46|Clouds|nuvens dispersas|-49.6561|-22.2106
2021-09-21 19:06:19|Jardinópolis|BR|2021-09-21 06:01:26|2021-09-21 18:06:46|2.57|220|10000|34.68|34.68|1010|18|32.49|Clear|céu limpo|-47.7639|-21.0178
2021-09-21 19:04:18|Espírito Santo do Pinhal|BR|2021-09-21 05:57:08|2021-09-21 18:02:25|2.62|146|10000|25.14|25.14|1010|52|25.07|Clouds|nublado|-46.6828|-22.1158
2021-09-21 19:06:26|Presidente Epitácio|BR|2021-09-21 06:18:50|2021-09-21 18:24:10|2.86|236|10000|34.83|34.83|1006|14|32.34|Clouds|nublado|-52.1156|-21.7633
2021-09-21 19:03:49|Orlândia|BR|2021-09-21 06:01:55|2021-09-21 18:07:16|1.16|22|10000|34.08|34.08|1007|18|31.88|Clouds|nublado|-47.8867|-20.7203
2021-09-21 19:06:33|Itápolis|BR|2021-09-21 06:05:38|2021-09-21 18:10:57|3.57|258|10000|31.88|31.88|1007|18|29.78|Clouds|nublado|-48.8128|-21.5956
2021-09-21 19:04:07|Vargem Grande do Sul|BR|2021-09-21 05:57:58|2021-09-21 18:03:16|4.07|159|10000|28.13|28.13|1009|37|27.58|Clouds|nublado|-46.8936|-21.8322
2021-09-21 19:05:44|Tietê|BR|2021-09-21 06:01:17|2021-09-21 18:06:32|10.41|143|10000|21.06|21.06|1014|78|21.26|Clouds|nublado|-47.7147|-23.1019
2021-09-21 19:06:44|Ituverava|BR|2021-09-21 06:01:29|2021-09-21 18:06:51|0.92|9|10000|32.12|32.12|1008|18|29.99|Clouds|nuvens dispersas|-47.7806|-20.3394
2021-09-21 19:06:47|Novo Horizonte|BR|2021-09-21 06:07:16|2021-09-21 18:12:36|2.41|274|10000|31.9|31.9|1007|17|29.76|Clouds|nublado|-49.2208|-21.4681
2021-09-21 16:06:51|Socorro|US|2021-09-21 06:53:02|2021-09-21 19:03:22|5.14|70|10000|27.32|28.94|1026|25|26.92|Clouds|nuvens dispersas|-106.3033|31.6546
2021-09-21 19:06:54|São Manuel|BR|2021-09-21 06:04:41|2021-09-21 18:09:58|6.65|131|10000|21.43|21.43|1012|66|21.35|Clouds|nublado|-48.5706|-22.7311
2021-09-21 19:04:22|Guaíra|BR|2021-09-21 06:03:36|2021-09-21 18:08:59|2.55|285|10000|34.08|34.08|1007|15|31.68|Clouds|nuvens dispersas|-48.3106|-20.3183
2021-09-21 19:07:01|Américo Brasiliense|BR|2021-09-21 06:02:48|2021-09-21 18:08:07|2.55|223|10000|31.43|31.43|1007|20|29.46|Clouds|nublado|-48.1017|-21.7244
2021-09-21 19:07:05|Promissão|BR|2021-09-21 06:09:49|2021-09-21 18:15:08|1.64|350|10000|32.45|32.45|1007|17|30.25|Clouds|nuvens dispersas|-49.8581|-21.5367
2021-09-21 19:07:08|Guariba|BR|2021-09-21 06:03:18|2021-09-21 18:08:37|2.08|209|10000|34.62|34.62|1007|20|32.63|Clouds|nublado|-48.2283|-21.36
2021-09-21 19:07:12|Pitangueiras|BR|2021-09-21 06:03:15|2021-09-21 18:08:36|1.66|195|10000|35.29|35.29|1007|18|33.14|Clouds|nublado|-48.2217|-21.0094
2021-09-21 19:07:15|Presidente Venceslau|BR|2021-09-21 06:17:45|2021-09-21 18:23:05|2.46|204|10000|34.18|34.18|1007|15|31.78|Clouds|nublado|-51.8439|-21.8761
2021-09-21 19:07:19|Agudos|BR|2021-09-21 06:06:21|2021-09-21 18:11:38|1.68|209|10000|29.33|29.33|1008|23|27.81|Clouds|nuvens dispersas|-48.9875|-22.4692
2021-09-21 19:07:22|Iperó|BR|2021-09-21 06:01:11|2021-09-21 18:06:25|9.9|143|10000|20.64|20.64|1015|80|20.85|Clouds|nublado|-47.6886|-23.3503
2021-09-21 19:07:26|José Bonifácio|BR|2021-09-21 06:09:07|2021-09-21 18:14:28|1.67|196|10000|31.45|31.45|1007|17|29.37|Clouds|nublado|-49.6883|-21.0528
2021-09-21 19:07:29|Aguaí|BR|2021-09-21 05:58:19|2021-09-21 18:03:37|5.86|156|10000|26.46|26.46|1009|54|26.46|Clouds|nublado|-46.9786|-22.0594
2021-09-21 19:07:33|Aparecida|BR|2021-09-21 05:51:20|2021-09-21 17:56:36|3.36|224|10000|26.72|26.72|1016|83|29.37|Clouds|nuvens dispersas|-45.2297|-22.8469
2021-09-21 19:07:36|Barra Bonita|BR|2021-09-21 06:04:38|2021-09-21 18:09:55|8.09|125|10000|24.6|24.6|1011|59|24.66|Clouds|nublado|-48.5581|-22.4947
2021-09-21 19:07:40|São Pedro|BR|2021-09-21 06:02:04|2021-09-21 18:07:20|8.29|145|10000|22.51|22.51|1013|70|22.64|Clouds|nuvens dispersas|-47.9139|-22.5486
2021-09-21 19:07:43|Cravinhos|BR|2021-09-21 06:01:18|2021-09-21 18:06:38|0.95|185|10000|33.4|33.4|1008|22|31.51|Clouds|nublado|-47.7294|-21.3403
2021-09-21 19:07:47|Bariri|BR|2021-09-21 06:05:21|2021-09-21 18:10:39|3.55|156|10000|32.2|32.2|1008|23|30.36|Clouds|nublado|-48.7403|-22.0744
2021-09-21 19:07:50|Rio das Pedras|BR|2021-09-21 06:00:50|2021-09-21 18:06:06|9.29|146|10000|20.26|20.26|1013|73|20.25|Clouds|nublado|-47.6061|-22.8433
2021-09-21 19:07:54|Ibaté|BR|2021-09-21 06:02:23|2021-09-21 18:07:41|7.67|160|10000|28.56|28.56|1009|38|28.02|Clouds|nublado|-47.9967|-21.9547
2021-09-21 19:07:57|Adamantina|BR|2021-09-21 06:14:40|2021-09-21 18:20:00|3.09|184|10000|31.52|31.52|1007|16|29.4|Clouds|nublado|-51.0725|-21.6853
2021-09-21 19:08:01|Ilhabela|BR|2021-09-21 05:51:52|2021-09-21 17:57:05|4.28|222|10000|20.36|20.36|1018|89|20.78|Clouds|nublado|-45.3581|-23.7781
2021-09-21 19:08:04|Santa Cruz das Palmeiras|BR|2021-09-21 05:59:23|2021-09-21 18:04:42|5.47|165|10000|28.6|28.6|1009|39|28.13|Clouds|nublado|-47.2486|-21.8269
2021-09-21 19:08:08|Araçoiaba da Serra|BR|2021-09-21 06:00:53|2021-09-21 18:06:07|9.16|142|10000|17.92|17.92|1015|80|17.86|Clouds|nublado|-47.6142|-23.5053
2021-09-21 19:08:11|Descalvado|BR|2021-09-21 06:00:52|2021-09-21 18:06:11|6.58|159|10000|27.86|27.86|1009|42|27.68|Clouds|nublado|-47.6194|-21.9039
2021-09-21 19:08:15|Cachoeira Paulista|BR|2021-09-21 05:50:27|2021-09-21 17:55:43|3.85|198|10000|26.96|26.96|1015|81|29.74|Clouds|nuvens dispersas|-45.0094|-22.665
2021-09-21 19:08:18|Morro Agudo|BR|2021-09-21 06:02:36|2021-09-21 18:07:57|0.95|342|10000|35.01|35.01|1007|17|32.75|Clouds|nublado|-48.0578|-20.7314
2021-09-21 19:08:22|Guararapes|BR|2021-09-21 06:12:57|2021-09-21 18:18:17|1.32|277|10000|32.28|32.28|1007|15|30.04|Clouds|nublado|-50.6428|-21.2608
2021-09-21 19:08:25|São Miguel Arcanjo|BR|2021-09-21 06:02:25|2021-09-21 18:07:39|7.72|145|684|15.03|15.03|1016|93|15.02|Clouds|nublado|-47.9972|-23.8783
2021-09-21 19:08:29|Osvaldo Cruz|BR|2021-09-21 06:13:54|2021-09-21 18:19:13|3.49|195|10000|31.73|31.73|1007|17|29.61|Clouds|nublado|-50.8786|-21.7967
2021-09-21 19:08:32|Barrinha|BR|2021-09-21 06:03:02|2021-09-21 18:08:22|1.37|195|10000|35.27|35.27|1007|19|33.23|Clouds|nublado|-48.1639|-21.1936
2021-09-21 19:08:36|Biritiba Mirim|BR|2021-09-21 05:54:35|2021-09-21 17:59:49|3.27|171|5037|16.37|18.18|1018|94|18.4|Clouds|nublado|-46.0386|-23.5725
2021-09-21 19:04:54|Santa Fé do Sul|BR|2021-09-21 06:14:03|2021-09-21 18:19:26|1.58|198|10000|32.87|32.87|1006|16|30.6|Clear|céu limpo|-50.9258|-20.2111
2021-09-21 19:08:42|Juquitiba|BR|2021-09-21 05:58:43|2021-09-21 18:03:56|4.18|147|4241|16.87|17.71|1018|96|18.04|Clouds|nublado|-47.0683|-23.9317
2021-09-21 19:08:46|Cândido Mota|BR|2021-09-21 06:11:57|2021-09-21 18:17:14|1.36|254|10000|32.9|32.9|1007|18|30.72|Clouds|nuvens dispersas|-50.3869|-22.7464
2021-09-21 19:08:50|Iguape|BR|2021-09-21 06:00:40|2021-09-21 18:05:52|7.0|172|10000|18.61|18.61|1019|86|18.77|Clouds|nublado|-47.5553|-24.7081
2021-09-21 19:08:53|Igarapava|BR|2021-09-21 06:01:20|2021-09-21 18:06:44|0.9|300|10000|31.45|31.45|1008|18|29.4|Clouds|algumas nuvens|-47.7469|-20.0383
2021-09-21 19:08:57|Casa Branca|BR|2021-09-21 05:58:44|2021-09-21 18:04:03|5.08|166|10000|29.27|29.27|1008|33|28.3|Clouds|nuvens dispersas|-47.0864|-21.7739
2021-09-21 19:09:00|Jarinu|BR|2021-09-21 05:57:20|2021-09-21 18:02:35|7.28|137|10000|16.25|19.21|1016|80|18.64|Clouds|nublado|-46.7283|-23.1014
2021-09-21 19:09:04|Piraju|BR|2021-09-21 06:07:57|2021-09-21 18:13:12|7.7|117|10000|23.35|23.35|1012|62|23.36|Clouds|nublado|-49.3839|-23.1936
2021-09-21 19:09:07|Guararema|BR|2021-09-21 05:54:34|2021-09-21 17:59:48|3.54|163|10000|17.51|19.31|1018|89|19.55|Clouds|nublado|-46.035|-23.415
2021-09-21 19:09:11|Rancharia|BR|2021-09-21 06:13:58|2021-09-21 18:19:16|2.75|219|10000|31.76|31.76|1007|17|29.64|Clouds|nuvens dispersas|-50.8931|-22.2292
2021-09-21 19:09:14|Mirandópolis|BR|2021-09-21 06:14:47|2021-09-21 18:20:08|1.03|232|10000|32.69|32.69|1006|15|30.4|Clouds|nuvens dispersas|-51.1029|-21.1328
2021-09-21 19:09:18|Serra Negra|BR|2021-09-21 05:57:13|2021-09-21 18:02:29|7.08|143|10000|18.17|18.17|1012|78|18.08|Clouds|nublado|-46.7006|-22.6122
2021-09-21 19:09:21|Pilar do Sul|BR|2021-09-21 06:01:18|2021-09-21 18:06:31|7.65|153|909|15.24|15.24|1017|93|15.25|Clouds|nublado|-47.7164|-23.8131
2021-09-21 19:09:25|Cajati|BR|2021-09-21 06:02:56|2021-09-21 18:08:08|2.3|154|10000|17.56|17.56|1019|95|17.85|Clouds|nublado|-48.1228|-24.7361
2021-09-21 19:09:28|Laranjal Paulista|BR|2021-09-21 06:01:46|2021-09-21 18:07:01|10.06|144|10000|18.88|18.88|1014|79|18.89|Clouds|nublado|-47.8367|-23.0497
2021-09-21 19:09:32|Conchal|BR|2021-09-21 05:59:06|2021-09-21 18:04:23|7.43|155|10000|23.8|23.8|1011|65|23.93|Clouds|nublado|-47.1725|-22.3303
2021-09-21 19:09:35|Santa Rita do Passa Quatro|BR|2021-09-21 06:00:18|2021-09-21 18:05:37|3.72|154|10000|29.19|29.19|1008|27|27.87|Clouds|nublado|-47.4781|-21.7103
2021-09-21 19:09:39|Pirapozinho|BR|2021-09-21 06:16:23|2021-09-21 18:21:42|2.53|164|10000|32.14|32.14|1007|18|30.01|Clouds|nublado|-51.5|-22.2753
2021-09-21 19:09:42|Dois Córregos|BR|2021-09-21 06:03:55|2021-09-21 18:09:13|9.24|144|10000|23.48|23.48|1011|63|23.53|Clouds|nublado|-48.3803|-22.3661
2021-09-21 19:09:46|Piracaia|BR|2021-09-21 05:55:51|2021-09-21 18:01:06|4.77|135|10000|17.58|17.81|1017|87|17.67|Clouds|nublado|-46.3581|-23.0539
2021-09-21 19:09:49|Itaí|BR|2021-09-21 06:06:47|2021-09-21 18:12:02|9.07|119|10000|18.9|18.9|1013|79|18.91|Clouds|nublado|-49.0906|-23.4178
2021-09-21 19:09:53|Santa Gertrudes|BR|2021-09-21 06:00:32|2021-09-21 18:05:48|6.94|146|10000|23.46|23.46|1012|65|23.56|Clouds|nublado|-47.5303|-22.4567
2021-09-21 19:09:56|Ilha Solteira|BR|2021-09-21 06:15:43|2021-09-21 18:21:06|2.29|190|10000|33.63|33.63|1006|15|31.26|Clear|céu limpo|-51.3425|-20.4328
2021-09-21 19:10:00|Santa Rosa de Viterbo|BR|2021-09-21 05:59:50|2021-09-21 18:05:10|1.32|176|10000|34.26|34.26|1008|25|32.83|Clouds|nublado|-47.3631|-21.4728
2021-09-21 19:05:14|Valparaíso|CL|2021-09-21 07:37:00|2021-09-21 19:42:04|3.09|340|10000|12.51|12.8|1020|82|12.28|Clouds|nublado|-71.6273|-33.0393
2021-09-21 19:10:07|Martinópolis|BR|2021-09-21 06:15:04|2021-09-21 18:20:23|2.87|186|10000|31.6|31.6|1007|17|29.5|Clouds|nublado|-51.1708|-22.1458
2021-09-21 19:10:10|Cajuru|BR|2021-09-21 05:59:36|2021-09-21 18:04:56|0.99|174|10000|33.54|33.54|1008|22|31.66|Clouds|nublado|-47.3042|-21.2753
2021-09-21 19:10:14|Tanabi|BR|2021-09-21 06:08:57|2021-09-21 18:14:19|2.49|223|10000|31.33|31.33|1007|16|29.24|Clouds|algumas nuvens|-49.6492|-20.6264
2021-09-21 19:10:17|Pereira Barreto|BR|2021-09-21 06:14:48|2021-09-21 18:20:10|2.2|204|10000|33.35|33.35|1006|15|31.0|Clouds|algumas nuvens|-51.1092|-20.6383
2021-09-21 19:10:21|Pirajuí|BR|2021-09-21 06:08:13|2021-09-21 18:13:32|2.31|242|10000|31.89|31.89|1008|17|29.75|Clouds|nublado|-49.4572|-21.9986
2021-09-21 19:10:24|Bom Jesus dos Perdões|BR|2021-09-21 05:56:17|2021-09-21 18:01:32|5.17|135|10000|16.34|19.31|1017|85|17.78|Clouds|nublado|-46.4653|-23.135
2021-09-21 19:10:28|Angatuba|BR|2021-09-21 06:04:04|2021-09-21 18:09:19|8.96|134|10000|16.83|16.83|1015|82|16.71|Clouds|nublado|-48.4128|-23.4897
2021-09-21 19:10:31|Monte Aprazível|BR|2021-09-21 06:09:13|2021-09-21 18:14:35|2.62|213|10000|31.37|31.37|1007|16|29.27|Clouds|algumas nuvens|-49.7142|-20.7725
2021-09-21 19:10:36|Brodowski|BR|2021-09-21 06:01:00|2021-09-21 18:06:21|0.9|3|10000|33.0|33.0|1007|20|30.94|Clouds|nublado|-47.6572|-20.9845
2021-09-21 19:10:39|Álvares Machado|BR|2021-09-21 06:16:16|2021-09-21 18:21:35|2.9|168|10000|32.03|32.03|1007|17|29.88|Clouds|nublado|-51.4719|-22.0794
2021-09-21 19:10:42|Igaraçu do Tietê|BR|2021-09-21 06:04:38|2021-09-21 18:09:55|8.02|125|10000|24.22|24.22|1011|59|24.24|Clouds|nublado|-48.5578|-22.5092
2021-09-21 19:10:46|Potim|BR|2021-09-21 05:51:27|2021-09-21 17:56:42|3.41|227|10000|26.91|26.91|1016|83|29.81|Clouds|nuvens dispersas|-45.2565|-22.8377
2021-09-21 19:10:50|Cordeirópolis|BR|2021-09-21 06:00:14|2021-09-21 18:05:31|7.0|145|10000|20.0|20.0|1012|64|19.73|Clouds|nublado|-47.4567|-22.4819
2021-09-21 19:10:53|Brotas|BR|2021-09-21 06:02:54|2021-09-21 18:08:12|8.54|150|10000|24.92|24.92|1011|61|25.06|Clouds|nuvens dispersas|-48.1267|-22.2842
2021-09-21 19:10:56|Apiaí|BR|2021-09-21 06:05:49|2021-09-21 18:11:01|2.63|129|5508|14.7|14.7|1017|95|14.71|Clouds|nublado|-48.8425|-24.5094
2021-09-21 19:11:00|Iracemápolis|BR|2021-09-21 06:00:29|2021-09-21 18:05:45|7.3|144|10000|20.39|20.39|1012|65|20.18|Clouds|nublado|-47.5186|-22.5806
2021-09-21 19:11:03|Santo Antônio de Posse|BR|2021-09-21 05:58:05|2021-09-21 18:03:22|8.84|141|10000|20.01|20.01|1012|74|20.0|Clouds|nublado|-46.9194|-22.6061
2021-09-21 19:11:07|Taquarituba|BR|2021-09-21 06:07:24|2021-09-21 18:12:39|8.81|119|10000|18.79|18.79|1013|78|18.76|Clouds|nublado|-49.2444|-23.5331
2021-09-21 19:11:11|Tambaú|BR|2021-09-21 05:59:29|2021-09-21 18:04:48|4.25|168|10000|29.57|29.57|1008|29|28.3|Clouds|nublado|-47.2744|-21.705
2021-09-21 19:11:14|Teodoro Sampaio|BR|2021-09-21 06:19:04|2021-09-21 18:24:21|5.34|213|10000|33.74|33.74|1007|20|31.69|Clouds|nublado|-52.1675|-22.5325
2021-09-21 19:11:18|Araçariguama|BR|2021-09-21 05:58:40|2021-09-21 18:03:55|7.35|140|10000|16.71|19.67|1016|84|17.92|Clouds|nublado|-47.0614|-23.4386
2021-09-21 19:11:21|Miguelópolis|BR|2021-09-21 06:02:29|2021-09-21 18:07:52|2.22|302|10000|33.33|33.33|1007|18|31.13|Clouds|nuvens dispersas|-48.0319|-20.1794
2021-09-21 19:11:25|Palmital|BR|2021-09-21 06:11:16|2021-09-21 18:16:33|1.29|277|10000|32.61|32.61|1007|18|30.45|Clouds|nuvens dispersas|-50.2175|-22.7889
2021-09-21 19:11:28|Pompéia|BR|2021-09-21 06:11:05|2021-09-21 18:16:23|2.72|188|10000|30.59|30.59|1007|18|28.67|Clouds|nublado|-50.1717|-22.1086
2021-09-21 19:11:32|Lucélia|BR|2021-09-21 06:14:27|2021-09-21 18:19:47|3.21|185|10000|31.44|31.44|1007|17|29.36|Clouds|nublado|-51.0189|-21.7203
2021-09-21 19:11:35|Cunha|BR|2021-09-21 05:50:16|2021-09-21 17:55:31|3.43|157|10000|17.64|17.64|1017|90|17.81|Clouds|nublado|-44.9597|-23.0744
2021-09-21 19:11:39|Nova Granada|BR|2021-09-21 06:07:37|2021-09-21 18:12:59|2.91|245|10000|32.08|32.08|1007|15|29.86|Clouds|algumas nuvens|-49.3142|-20.5339
2021-09-21 19:11:42|Pradópolis|BR|2021-09-21 06:02:39|2021-09-21 18:07:58|1.09|199|10000|35.1|35.1|1007|21|33.28|Clouds|nublado|-48.0656|-21.3594
2021-09-21 19:11:46|Guapiaçu|BR|2021-09-21 06:07:15|2021-09-21 18:12:36|3.47|214|10000|31.69|31.69|1007|17|29.58|Clouds|nuvens dispersas|-49.2203|-20.795
2021-09-21 19:11:49|Guará|BR|2021-09-21 06:01:39|2021-09-21 18:07:02|0.75|0|10000|32.76|32.76|1008|18|30.59|Clouds|nublado|-47.8242|-20.4283
2021-09-21 19:11:53|Castilho|BR|2021-09-21 06:16:19|2021-09-21 18:21:40|1.55|227|10000|33.93|33.93|1006|14|31.5|Clear|céu limpo|-51.4875|-20.8722
2021-09-21 19:11:56|Bastos|BR|2021-09-21 06:13:19|2021-09-21 18:18:38|3.72|204|10000|32.06|32.06|1007|16|29.87|Clouds|nublado|-50.7339|-21.9219
2021-09-21 19:12:00|Santo Anastácio|BR|2021-09-21 06:16:49|2021-09-21 18:22:09|2.54|181|10000|33.8|33.8|1006|15|31.42|Clouds|nublado|-51.6103|-21.8383
2021-09-21 19:12:03|Engenheiro Coelho|BR|2021-09-21 05:59:15|2021-09-21 18:04:32|8.14|150|10000|20.19|20.19|1012|68|20.04|Clouds|nublado|-47.2119|-22.4897
2021-09-21 19:12:07|Capela do Alto|BR|2021-09-21 06:01:22|2021-09-21 18:06:36|9.36|145|10000|17.88|17.88|1015|81|17.84|Clouds|nublado|-47.7347|-23.4706
2021-09-21 19:12:10|Itatinga|BR|2021-09-21 06:04:53|2021-09-21 18:10:08|6.51|132|10000|17.17|17.17|1014|81|17.06|Clouds|nublado|-48.6158|-23.1017
2021-09-21 19:12:14|Junqueirópolis|BR|2021-09-21 06:16:06|2021-09-21 18:21:27|2.28|184|10000|33.65|33.65|1007|14|31.24|Clouds|nuvens dispersas|-51.4336|-21.5147
2021-09-21 19:12:17|Regente Feijó|BR|2021-09-21 06:15:36|2021-09-21 18:20:54|2.65|180|10000|31.71|31.71|1007|17|29.59|Clouds|nublado|-51.3028|-22.2214
2021-09-21 19:12:21|Paranapanema|BR|2021-09-21 06:05:19|2021-09-21 18:10:34|7.73|125|10000|17.99|17.99|1014|80|17.93|Clouds|nublado|-48.7228|-23.3886
2021-09-21 19:12:24|Cerqueira César|BR|2021-09-21 06:07:05|2021-09-21 18:12:20|9.03|129|10000|20.94|20.94|1012|66|20.81|Clouds|nublado|-49.1661|-23.0356
2021-09-21 19:12:28|Buri|BR|2021-09-21 06:04:48|2021-09-21 18:10:02|7.89|136|10000|16.43|16.43|1015|85|16.35|Clouds|nublado|-48.5928|-23.7975
2021-09-21 19:12:31|Miracatu|BR|2021-09-21 06:00:17|2021-09-21 18:05:29|2.35|173|10000|18.35|18.35|1019|92|18.64|Clouds|nublado|-47.4597|-24.2814
2021-09-21 19:12:35|Pariquera-Açu|BR|2021-09-21 06:01:58|2021-09-21 18:07:10|3.63|166|10000|17.39|17.39|1019|92|17.59|Clouds|nublado|-47.8802|-24.7147
2021-09-21 19:12:38|Monte Azul Paulista|BR|2021-09-21 06:04:56|2021-09-21 18:10:17|3.97|226|10000|31.72|31.72|1007|17|29.6|Clouds|nublado|-48.6414|-20.9072
2021-09-21 19:12:42|Caconde|BR|2021-09-21 05:56:58|2021-09-21 18:02:17|1.71|194|10000|27.62|27.62|1009|28|26.74|Clouds|nublado|-46.6439|-21.5294
2021-09-21 19:12:45|Viradouro|BR|2021-09-21 06:03:33|2021-09-21 18:08:55|1.77|234|10000|35.05|35.05|1007|16|32.7|Clouds|nublado|-48.2969|-20.8731
2021-09-21 19:12:49|Pirapora do Bom Jesus|BR|2021-09-21 05:58:26|2021-09-21 18:03:40|6.74|140|10000|16.88|19.84|1016|83|18.08|Clouds|nublado|-47.0022|-23.3969
2021-09-21 19:12:52|Juquiá|BR|2021-09-21 06:00:59|2021-09-21 18:06:11|2.9|165|10000|18.17|18.17|1019|91|18.42|Clouds|nublado|-47.6347|-24.3208
2021-09-21 19:12:56|Águas de Lindóia|BR|2021-09-21 05:56:56|2021-09-21 18:02:13|4.62|149|10000|21.38|21.38|1011|71|21.43|Clouds|nublado|-46.6328|-22.4764
2021-09-21 19:12:59|Alumínio|BR|2021-09-21 05:59:27|2021-09-21 18:04:42|8.44|137|10000|16.3|19.27|1016|87|19.35|Clouds|nublado|-47.2575|-23.5203
